Date/Time,Media Description,Media Link
"You uploaded a feed photo on June 4, 2025 at 7:17 AM (GMT)","The Red Pill Manifesto

?You take the blue pill, the story ends.?You wake up in your bed and believe whatever you want to believe. You take the red pill, you stay in Wonderland. And I show you how deep the rabbit hole goes.?

This is my favourite scene in my favourite movie. The moment when everything you believed in suddenly gets flipped upside down. But you already had that little itch telling you that there is something more hidden behind the scenes, and you just needed to find out what it is. 

That is exactly what happened to me. I took the red pill and suddenly the whole world changed. My reality, being an employed designer working in someone else's company on someone else's product, just stopped making sense. Especially when I got pushed out, and the way back was shut. There was no blue pill to make it all go away and turn back the time. 

I have no intention of being a doomer boomer. (Actually, I?m Gen X, but who cares?). There are still many opportunities in the design space. There are just fewer low-hanging fruits. So if you want to get in, you just need to work a lot harder than previous generations. The golden days of UX design are not coming back any day soon, probably ever.

The good-old career roadmap of ?getting a good education, finding an entry job, getting experience, rising to the next level, getting more experience, rising to the next level, and so on? is not working anymore. The education programs are lagging years behind the fast-paced market needs, so there is no solution coming from that part. 

What we need is to be adaptable, let go of the fixed mindset, learn on the go while building and creating. We need to learn how to surf this wave of change instead of being swept away. I would love to hear your thoughts on the ongoing change in the tech world and how you are handling it. 


PS: I?m a bit overwhelmed by all the positive feedback, likes and foremost all the new contacts with amazing people I would otherwise not meet. So a BIG THANKS to all of you. ? ? 

If you want to chat with me, share your own experience, want support or discuss collaboration, just find a spot in my calendly:
https://lnkd.in/dEHjvFty

I wish you the best. We will make it together.",https://media.licdn.com/dms/image/v2/D4D22AQGaIwWt45HYUg/feedshare-shrink_800/B4DZc5zTIEHAAg-/0/1749021438970?e=1779926400&v=beta&t=ck4t8Frk4jYvqDKoClyWQbXIYr2z1JiNlF0xrQyyxkY
"You uploaded a feed photo on June 3, 2025 at 7:53 AM (GMT)","I never thought I would leave the design world. Being an UI, UX or product designer was my whole identity, what I knew, who I was. During the last two decades I have had almost all titles and seniority levels. Somehow, I thought that the design road should just keep on going, with new challenges and opportunities. 

But it didn?t. It just hit a wall, leaving my outside, with all the experience and accomplishments counting for nothing.  I kept banging my head against that wall for months, trying to get back to the design industry, applying to as many jobs as possible. 

It felt like the universe was trying to tell me something, I just didn't pay attention. I needed to hit rock bottom, stop running and start listening. 

Suddenly, the message was clear: ?There is more to life than this. Being an employed designer is just one path of many. It?s time for me to find a different one.? 

I always wanted to start a company and build my own product. I just never had the conviction or the need. Now I do. I don?t need a job or a design title to be a designer. I can design anything.

I wish you the best of luck in the UX world. We will probably wee each other again. 

Until then i wish you good morning, and in case I don't see ya, good afternoon, good evening, and good night!",https://media.licdn.com/dms/image/v2/D4D22AQEWa9FDH4RNdQ/feedshare-shrink_800/B4DZc0x43mGwAg-/0/1748937183624?e=1779926400&v=beta&t=Glf3G2CbBJAQUkd7-cuBeWgkOe3P-IwaTgW5F281iBg
"You uploaded a feed photo on May 20, 2025 at 3:00 PM (GMT)","The AI Readiness Quadrant: 
How to create AI alignment in you organisation. 

""If you don't start learning AI, you will soon be replaced."" That's the warning from CTOs at Salesforce, Duolingo, and Fiverr. Yet employees using AI often feel they're cheating or that their work is devalued.

So what are we supposed to do? Should AI stay or should AI go?
I see this as an alignment problem. The similarities between organizations and schools are striking?there's often misalignment between management and employees. AI maturity creates another dimension. High maturity doesn't mean that you are an AI expert, just that you use AI with intent where it creates value. 
Let's use my favorite visualization tool: the QUADRANT.

The Four Zones of AI Alignment:

1?? The Vulnerable Zone (Low Org/Low Employee Readiness)
Traditional workflows reign and AI skills are nonexistent. Companies view AI as tomorrow's problem, becoming increasingly vulnerable as the efficiency gap widens.
For Employees: Start small?dedicate 30 minutes daily to learning relevant AI tools.
For Organizations: Begin with a low-risk AI pilot addressing a specific pain point.

2?? The Risk Zone (High Org/Low Employee Readiness)
Organizations invest heavily in AI while employees lack skills to leverage these tools. This isn't just about ROI?it's about human livelihoods.
For Employees: Take ownership of your AI education immediately.
For Organizations: Shift investment toward training and create safe spaces for experimentation.

3?? The Shadow AI Zone (Low Org/High Employee Readiness)
Employees quietly adopt AI tools while organizational policies lag behind, creating innovation but also security risks.
For Employees: Document AI successes and approach leadership with formalization proposals.
For Organizations: Create pathways to legitimize shadow AI use rather than shutting it down.

4?? The Synergy Zone (High Org/High Employee Readiness)
The optimal scenario. Organizations and people move in harmony toward AI-enhanced workflows, creating better experiences for employees and customers alike. 
For Employees: Develop uniquely human skills that complement AI capabilities.
For Organizations: Create feedback loops between AI systems and human expertise.

What do you think about this model? Does it make sense? And where does your organization fall on the AI Readiness Quadrant? 
#AIStrategy #FutureOfWork #OrganizationalDevelopment #AIReadiness",https://media.licdn.com/dms/image/v2/D4D22AQESMw6VAagnCQ/feedshare-image-high-res/B4DZbuNeH0GYAw-/0/1747753233587?e=1779926400&v=beta&t=6FN9T5AKR4JHPxNuDlwE3QzXdMng9nOMRsaB74x8Ug0
"You uploaded a feed photo on May 16, 2025 at 12:30 PM (GMT)","Where are all the AI designers?
Googling ?AI developer? generates numerous links to job descriptions, educational resources, and available positions, building new AI native products or applying AI to existing products.?
?
A similar search for AI designers produces links to design tools like Canva and UX-pilot. No dedicated job titles, positions, skills or courses. So, who is designing all the new tools, and where are the specialised designers? And what are they called? 

What is an AI Designer
I see an AI Designer as an extension of an UX designer. Besides all the regular UX skills, an AI designer is using AI as both as a tool integrated in every step of the design process and as material for building new AI products and interactions. It takes a deeper understanding of how AI works, what the current (and near future) possibilities are, and how to create and foster healthy relations between humans and bots. 

I strongly believe that this is the next step for UX design, and I?ve taken my first steps in that direction.?I would love to get in touch with people with a similar mindset. To use our empathy and UX skills to create better products for tomorrow. 

I want to know what are you learning, building and most importantly: 
what do you call yourself.",https://media.licdn.com/dms/image/v2/D4D22AQEGKDGcDMrnIg/feedshare-image-high-res/B4DZbZE39jGYAs-/0/1747398656805?e=1779926400&v=beta&t=l6fvbLR1dutiMOXwaM6vaoNY-GM71OBC9JprGCH0h38
"You uploaded a feed photo on May 8, 2025 at 8:14 AM (GMT)","Exciting new releases from FIGMA that makes it feel fresh again. 
Like a best of mix of Framer, Adobe XD and Illustrator. 
Vector brushes, Grid, site builder, branded assets and more. 
Available right now. 

All the new features recap. 
https://lnkd.in/davmZSfm
",https://media.licdn.com/dms/image/v2/D4D22AQFe-sFb11Nzlw/feedshare-shrink_20/B4DZau9ddAG4Aw-/0/1746692070259?e=1779926400&v=beta&t=TrNbBRZn6o3KFGzawtZJ9LYW5twgJZMBv2Ldfw1_zVw
"You uploaded a photo on May 6, 2025 at 11:27 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQFgyg8OwwOiig/comment-image-shrink_8192_1280/B4DZalWfj9G4Ac-/0/1746530861685?e=1779120000&v=beta&t=pem2DDCDro5xa18Xxw9FBPhPMs_1SBVKMKy5AmhlNAM
"You uploaded a feed photo on May 6, 2025 at 8:37 AM (GMT)","The AI standoff between applicants and hiring managers 

IKEA got tired of all the AI-generated applications and urged candidates to stop using AI.?Many companies feel the same. Nobody wants to sort among thousands of generic letters.   

Is that going to happen? Are people going to stop using AI for job applications? Not a chance. 

There are several reasons for that:
- The current job market is a mess, and people are doing everything they can to get an upper hand. They don?t cheat because they are lazy, but because they are desperate.?
- The companies are using AI in the hiring process, so why shouldn?t I??
- Applying for a position is a hard, monotonous job, with lousy feedback and no pay. ?
- Other applicants are using it, so I must as well, just to keep up.?
- The AI is doing a good job with minimal effort, allowing applicants to invest in quantity instead of quality. 

This will only lead to an arms race where both parties will use even more AI to gain the upper hand.?This dilemma is not new. Education was the first to be hit by the disruptive force of AI, making the current ways of knowledge assessment unusable. 

What HR should learn from Education:

- Design your process from the assumption that EVERYONE is going to use AI. Sooner or later they will.?
- Detection software doesn?t work, so stop using or relying on it.?
- Transparency. Be transparent with how you are using AI in your hiring process.?
- Clear expectations and rules. Educate the applicants, when and how it?s OK to use AI. Show good and bad examples.?
- Look for biases in your AI tools and make sure that the sorting algorithm is not a black box.?
- One step in your process needs to be IRL, on-site, in person. This should be the most important step, where AI will not be present (from any part). 
- Create trust. If you play by the rules, you can demand the same from your audience. 

The applicants need to put in serious work as well, learning how to use A1 in a good and productive way. The companies wants to hire you, NOT your chatbot. 

Now let?s stop blaming each other and fix this negative AI spiral.
We got this.?",https://media.licdn.com/dms/image/v2/D4D22AQFXAEVVfwGNSg/feedshare-shrink_160/B4DZakvixRGcAc-/0/1746520650176?e=1779926400&v=beta&t=-1YvVMrZewoShyp01gS5ZcER-LH6xFSLwBZ9zLP_U3I
"You uploaded a feed photo on April 27, 2025 at 8:17 AM (GMT)","
The Design Definition Paradox:?
When it Matters and When it Doesn't

Who cares! Or when it doesn?t matter
This constant arguing about differences vs similarities in UX, UI or product design, who's a ""real designer"" or what constitutes ""true design"" isn't moving our craft forward. 

It just makes me sad. We are supposed to be a team, not behave like two insecure teenagers in a pissing contest. You don?t see developers in endless debates about whether frontend or backend code is more important. Instead, they focus on collaboration and how to create something awesome together. It's time for designers to do the same. Put aside the first letters in your title and embrace the design part.

Who cares? Or when it DOES matter
A clear definition of your role, whether it?s UX, UI or something else, is an important part of the job. It should state your main responsibilities, deliverables and expectations. There are also groups for whom this description might be important or interesting, like clients, stakeholders, users, and team members. Stop chasing a one-size-fits-all definition that everyone is going to agree upon. It's not going to happen. Instead start focusing on what is important and relevant to you in your current company or project. Next time you see people squabbling over titles, just ignore them or tell them to grow up.?
#UX #UI #stupid_titles",https://media.licdn.com/dms/image/v2/D4D22AQExJge3LqNHCQ/feedshare-shrink_160/B4DZZ2UpmMG0Ac-/0/1745741847373?e=1779926400&v=beta&t=zuX2d7ImSpdBMYX2lNeRGBq7RFMr2AUUKJ2Fc4-E4kU
"You uploaded a feed photo on April 22, 2025 at 8:20 AM (GMT)",Smart marketing. No AI slop just a great simple idea.,https://media.licdn.com/dms/image/v2/D4D22AQGReWZLR11q8g/feedshare-shrink_160/B4DZZclVyDHwAg-/0/1745310016612?e=1779926400&v=beta&t=1m3ZTQbnQs7CN7Pjl3C-3sT-ugMmwojGVBgP87SkYJQ
"You uploaded a feed photo on March 31, 2025 at 7:12 AM (GMT)","Did you know that there is this guy making not just images, but whole movies in Studio Ghibli style. And he is not even using Chat ChPT. Crazy. ? ",https://media.licdn.com/dms/image/v2/D4D22AQEBiWPe_1Tcqg/feedshare-shrink_160/B4DZXrCxe_HsAk-/0/1743405128109?e=1779926400&v=beta&t=gPIjWCfymq3ZC6jGDF-6awyWlh4lZdXLZ_g2eqpSVK0
"You uploaded a feed photo on March 7, 2025 at 11:32 AM (GMT)","The One-Hour AI Sprint

I was admittedly anxious as I introduced the assignment to the room full of UX students. The task before them seemed almost impossible:
In just 60 minutes, develop a complete design solution ? from problem identification and research to product requirements and UX design.

Setting the Stage
Before launching into the sprint, I delivered a keynote addressing both the transformative potential and legitimate concerns around AI. I curated resources representing optimistic and critical perspectives.

The framing was crucial 
This experiment wasn't about ""AI replacing designers"" but about designers evolving their relationship with this new and emerging technology. It was about challenging the current role of the designer. The workshop positioned the students as creative directors ? professionals who guide, critique, and reflect rather than executing every detail themselves. 

Exceeding All Expectations
What happened next genuinely surprised me. Not only did every single team complete the challenge, but the quality of their outputs was remarkable. One  group developed a fully functional prototype addressing study habit challenges for neurodivergent students, backed by substantive research.

Key Insights from the Trenches
- Productivity amplification: AI tools dramatically compressed ideation-to-visualization timeframes, allowing students to focus on strategic thinking.
- Research strength: The AI tools particularly excelled at gathering and synthesizing research insights.
- Current limitations: Despite impressive capabilities, the AI applications struggled with iterative UX/UI refinement.
- Workflow integration: Students quickly recognized that AI wasn't replacing their role but transforming it.

The workshop revealed exciting possibilities for integrating AI into design practice. Students discovered how these tools could elevate their thinking to more strategic levels while handling execution details while their unique human abilities?empathy, ethical judgment, and creative direction?remain irreplaceable in the design process.

My sincere thanks to Stockholm University, the participating UX students, and Sharon Lindberg for this opportunity. It was fun. 

Run your own AI Sprint
Are you interested in having a similar workshop? It's an excellent way to empower your class or team in practical AI application. Just send me a DM and we will make it so. 

#AI #UX #AI-Sprint #UI",https://media.licdn.com/dms/image/v2/D4D22AQEKroK9K4xj7w/feedshare-shrink_480/B4DZVwYR5CGcAY-/0/1741347168837?e=1779926400&v=beta&t=xiO3SUFTiZ5fXvK6A41p-WhFqW6bWmaKCjNOl7gGTAI
"You uploaded a photo on February 27, 2025 at 7:49 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQEhck9-BPI7cA/comment-image-shrink_8192_800/B4DZVI9I9IHwAY-/0/1740685742529?e=1779120000&v=beta&t=yN-3eq4siuG1cV69-eXsgNkfJtnMa3hCs9Zao6pf218
"You uploaded a feed photo on February 25, 2025 at 8:47 AM (GMT)","From underpants to strategy 

I love the South Park gnomes, collecting underpants and trying to turn them into profit with the magical unknown step nr2. It seems so cute and stupid until one starts to come across the same flawed model in real life. Business plans, product road maps, or career paths that just don't add upp. 

My advancement in design roles was a big question mark, often unsupported and sometimes even unwanted (from the company side). There is no ?one size fits all? journey that smoothly transforms execution-focused juniors into strategic senior thinkers. 
But does it have to be so hard? 
Are there places where it works well and others where it?s not? 
What structures exist to guide this metamorphosis?

Many junior designers begin their careers deeply immersed in the craft - typography, layout, prototyping or usertesting. They excel at creating beautiful and useful interfaces, following instructions from managers or frameworks taught in design schools. After a certain amount of time, they're suddenly expected to speak the language of business outcomes and strategic thinking without a clear path for developing these capabilities.

This evolution isn't just about gaining years of experience. It's about fundamentally shifting one's perspective from creating outputs to designing outcomes. From making things look and feel good to making businesses work better. This shift will have to happen soon as AI advances and takes over the skills-based tasks, making the junior role redundant. 

So, how can we design clear expectations and transitions between different levels? Or even rethink the level system altogether?  

I'm curious: 
What was your Phase 2 experience? 
Did you have mentors who illuminated this path, or did you have to forge it yourself? 
What support would have made this transition more intentional and less accidental? 

Let's me know. ? ",https://media.licdn.com/dms/image/v2/D4D22AQG4kvJaHCO9-g/feedshare-shrink_20/B4DZU8SqPPGkAs-/0/1740473280061?e=1779926400&v=beta&t=A5GLirBFn_AuiR6dJ3yQsvGvudkZ8c_7fD2EtFYYYqQ
"You uploaded a feed photo on February 21, 2025 at 4:02 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEmwOU_Lzv1tA/feedshare-shrink_800/B4DZUpPvMiHYAg-/0/1740153746694?e=1779926400&v=beta&t=SAFGRKMeg-8qJBArqmN3Yr-UtONI9Blt5jnwfe9SBSk
"You uploaded a feed photo on February 19, 2025 at 12:18 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHnC1bb24RIow/feedshare-image-high-res/B4DZUeJP4WG4A0-/0/1739967496093?e=1779926400&v=beta&t=tIEHg4xc2fCWOB87tYU8DIntPkS06bKQSVkqNSAcNs0
"You uploaded a feed photo on February 18, 2025 at 9:49 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGFwwolEyicNw/feedshare-shrink_20/B4DZUYdtqDHkAw-/0/1739872197916?e=1779926400&v=beta&t=NcfsCLnRQDQjJ545S_apKHHVRrixv0Rsgyyd1tpMN9k
"You uploaded a feed photo on February 14, 2025 at 7:08 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGC4XGH609Vmw/feedshare-shrink_480/B4DZUF3La3G4AY-/0/1739560110836?e=1779926400&v=beta&t=quySdFjhdwED7mN9k5zPmy9xjPlMnoo-v6LBE9sgL_g
"You uploaded a feed photo on February 14, 2025 at 12:26 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHlA1DoYXNSKA/feedshare-shrink_160/B4DZUEbR3YHAAg-/0/1739536015675?e=1779926400&v=beta&t=IFt26N_WcclV8yCol482rvd2Y-vX4R-_wpB1BfN427M
"You uploaded a feed photo on November 27, 2024 at 11:35 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQFSi3Hxe8d4Gw/feedshare-shrink_800/feedshare-shrink_800/0/1732707344198?e=1779926400&v=beta&t=OdoQIRii8mdGjc7ZaGXq880oWHQ-dtFg8sZbueHIDZM
"You uploaded a feed photo on October 30, 2024 at 3:04 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGDvCYb2VTdTw/feedshare-shrink_800/feedshare-shrink_800/0/1730300682599?e=1779926400&v=beta&t=O5mRpk14mecSR6JRSERX7d3-q2Pw4ceWUmKDwt1jRYM
"You uploaded a feed photo on October 30, 2024 at 2:58 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHKY_YGnp5rhw/feedshare-shrink_800/feedshare-shrink_800/0/1730300331367?e=1779926400&v=beta&t=z3jhPqLX9VevXoFqE4hkLjsDUhikWdEQOksfpI6ljLk
"You uploaded a feed photo on October 29, 2024 at 2:50 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQE4Bi4QTLO23Q/feedshare-shrink_800/feedshare-shrink_800/0/1730213425539?e=1779926400&v=beta&t=tOFNYlg4PQ3L_wwXc_Plt77b1uvPG0gM2my4Ruids5s
"You uploaded a feed photo on October 27, 2024 at 4:56 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFuB6veKYCRew/feedshare-shrink_800/feedshare-shrink_800/0/1730048180439?e=1779926400&v=beta&t=wiYPgBf4_6KqpP3QAZQ2oZoAwiH-qO0csgiTrcyOc1I
"You uploaded a feed photo on October 23, 2024 at 4:52 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFyv1K94vcbXg/feedshare-shrink_800/feedshare-shrink_800/0/1729702350433?e=1779926400&v=beta&t=7Nndd_Ybk2E7kFID213wN_SzPxfXvdkatvfBRRq5L_8
"You uploaded a feed photo on October 23, 2024 at 8:30 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQE8Z3b6fshykA/feedshare-shrink_800/feedshare-shrink_800/0/1729672224724?e=1779926400&v=beta&t=0mFggZuEelFQGbcZ9RMhGLlsiflvrD5QAF3GaOWbfI4
"You uploaded a feed photo on October 22, 2024 at 2:50 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH6XqQgpRM7YQ/feedshare-shrink_800/feedshare-shrink_800/0/1729608642051?e=1779926400&v=beta&t=X7yIYsFxuT47pzRQZmCLbK6qDwC9sxYScC-99cdhJaY
"You uploaded a feed photo on October 15, 2024 at 7:14 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH81gQ2ujY_DA/feedshare-shrink_800/feedshare-shrink_800/0/1728976479525?e=1779926400&v=beta&t=wmyFWCHtAPMZJ2AirmnvJYb_dyFZASscWOYlFSE3zug
"You uploaded a feed document on October 10, 2024 at 12:43 PM (GMT)","UX is hard to define or explain in a single sentence. In the end, it depends on the perspective. Here are at three totally different, but all true definitions. ",https://media.licdn.com/dms/document/media/v2/D4D1FAQEMy-S5ItoExQ/feedshare-document-url-metadata-scrapper-pdf/feedshare-document-url-metadata-scrapper-pdf/0/1728564241018?e=1779120000&v=beta&t=HcORXQ0pH3E_2JvaugkCYIBmKepNw7aTjg9KarB51g8
"You uploaded a feed photo on October 4, 2024 at 3:17 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQEV4hu6qLm3bA/feedshare-shrink_800/feedshare-shrink_800/0/1728055039859?e=1779926400&v=beta&t=EnWOFj3RwavmaS43SXKR9HYyxPdr8t1skX4HVkGv9UI
"You uploaded a feed photo on September 19, 2024 at 2:05 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH9WhdUDNspbw/feedshare-shrink_800/feedshare-shrink_800/0/1726754752736?e=1779926400&v=beta&t=fRVxBSRs4T-4QioxZ9VCK-9Lrm2y3KobR62rhEvbC2U
"You uploaded a feed photo on September 13, 2024 at 4:01 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH4y4x-LZ0-zQ/feedshare-shrink_800/feedshare-shrink_800/0/1726243289595?e=1779926400&v=beta&t=FLdmRmIANILapKqevo47kq4L4JucfSGkqWEoG3WRBxY
"You uploaded a feed photo on September 13, 2024 at 2:01 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH_hF9xrXLXIA/feedshare-shrink_800/feedshare-shrink_800/0/1726236082057?e=1779926400&v=beta&t=4DAkul8Yixjmjzs3hy19UEpUFcjhEmgSWNQs5cedfVE
"You uploaded a feed photo on September 9, 2024 at 3:41 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQELoae5E-_-HQ/feedshare-shrink_800/feedshare-shrink_800/0/1725896495090?e=1779926400&v=beta&t=00uLBPXlDaGQS5Nvq3NE2Tsnb4920nYHHioEcjXn-g4
"You uploaded a feed photo on September 9, 2024 at 3:41 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHYmMklzBFE5Q/feedshare-shrink_800/feedshare-shrink_800/0/1725896486663?e=1779926400&v=beta&t=kIxpeSHdA6VcTQvc3Y3G5vxw8dlj0TAKDH-MPQOKpu8
"You uploaded a feed photo on September 7, 2024 at 3:28 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEeI7Sc_ZEcog/feedshare-shrink_800/feedshare-shrink_800/0/1725722895671?e=1779926400&v=beta&t=_EGPJgFeSi7ecmLyRJEUoaKhttdruoyWE5DUjZtEas8
"You uploaded a feed photo on September 4, 2024 at 12:32 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHksfJJ3gdGig/feedshare-shrink_800/feedshare-shrink_800/0/1725453130831?e=1779926400&v=beta&t=dydY7TTQ7nh4DZmD-trKkavpnSIvZwylh4lXZqku89k
"You uploaded a feed photo on September 4, 2024 at 12:32 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEPgaQB18BhkA/feedshare-shrink_800/feedshare-shrink_800/0/1725453123032?e=1779926400&v=beta&t=5n5SximiYxW-WbvwaBNhZwc5B_lRnsSG2-M_zRcXJPk
"You uploaded a feed photo on September 3, 2024 at 11:37 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQF2nZiEr9L71g/feedshare-shrink_800/feedshare-shrink_800/0/1725363479261?e=1779926400&v=beta&t=1hyzsVqhG9jY12oP3dp4T5G4psIQm402SY2TpHDBi-Y
"You uploaded a feed photo on August 30, 2024 at 11:18 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHr58QEuJFfoQ/feedshare-shrink_800/feedshare-shrink_800/0/1725016712601?e=1779926400&v=beta&t=-EZM6gFFVuuzyLbS6oH0ix0jL_JeAjgKT_3cIKE3vnw
"You uploaded a feed photo on August 29, 2024 at 1:52 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGOQN8keQHz8Q/feedshare-shrink_800/feedshare-shrink_800/0/1724939521173?e=1779926400&v=beta&t=T2UM-rc_Q5tq8S9Q_Jl7QxxnoP4m-d5CnfnkU3rrfIw
"You uploaded a feed photo on August 29, 2024 at 1:51 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEFhMt9O9eEEw/feedshare-shrink_800/feedshare-shrink_800/0/1724939510540?e=1779926400&v=beta&t=9GGuVZJRoD8zkip_huKktorA_AiqZO_F6VnmBnVmoCM
"You uploaded a feed photo on August 27, 2024 at 9:30 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D5622AQG3OwPac3_hQw/feedshare-shrink_800/feedshare-shrink_800/0/1724751017158?e=1779926400&v=beta&t=TLQOvkhQh4AiwgQZ7ngFeWItE9KZuP2Qh_PyyjS2Iro
"You uploaded a feed photo on August 14, 2024 at 2:34 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFhDiSKii48NQ/feedshare-shrink_800/feedshare-shrink_800/0/1723646075346?e=1779926400&v=beta&t=cUM3j-tSK1wksT2ZA31ybkG-bwnn75uncyAxrP7_4ew
"You uploaded a feed photo on August 14, 2024 at 2:34 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQELX23RCWlB0A/feedshare-shrink_800/feedshare-shrink_800/0/1723646064924?e=1779926400&v=beta&t=CvFeOCp6nxdgkpLyJgp-8U4RYbpM7pZPipTDrjA5QbI
"You uploaded a feed photo on June 28, 2024 at 9:37 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQEuILLkBcxNOg/feedshare-shrink_800/feedshare-shrink_800/0/1719567432851?e=1779926400&v=beta&t=Bc6unOBl7rRKlKwtN1t60OouTQ_-dNUCTPaqEXYkHrI
"You uploaded a feed photo on June 20, 2024 at 4:21 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQF_azt-jqHHPg/feedshare-shrink_800/feedshare-shrink_800/0/1718900485908?e=1779926400&v=beta&t=l7bLGljSJntwMvormwolUZIw92itFdeMk73BnuTjoDo
"You uploaded a feed photo on June 14, 2024 at 4:08 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHMeV6RErBScA/feedshare-shrink_800/feedshare-shrink_800/0/1718381324201?e=1779926400&v=beta&t=LOXruSiXiK2qJxrFdcQq1aduryE63-hT033DSCze0AU
"You uploaded a feed photo on May 3, 2024 at 4:48 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHnBimJ6MvCkQ/feedshare-shrink_800/feedshare-shrink_800/0/1714754903101?e=1779926400&v=beta&t=pw1uQkOY7PRsbHn0l6bBVLFqUe9RRNxNCxXptQwMa54
"You uploaded a feed photo on March 22, 2024 at 2:30 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHH3ZERN_V56Q/feedshare-shrink_800/feedshare-shrink_800/0/1711117839642?e=1779926400&v=beta&t=jgqO4aAF9q64GmIEojnCJ_oy9vslCpOhgl6XvjiehP0
"You uploaded a feed photo on March 22, 2024 at 2:30 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQGZlh85uAjcqA/feedshare-shrink_800/feedshare-shrink_800/0/1711117831736?e=1779926400&v=beta&t=UVgCwjKUwCf2p2Lodt2K0UiE7TTSa37pzQ1l7uo8u7E
"You uploaded a feed photo on March 20, 2024 at 10:12 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHgQE_AoHwmLw/feedshare-shrink_800/feedshare-shrink_800/0/1710929574665?e=1779926400&v=beta&t=btY7g0J42VH-NgU8mRkpsbA7WNiGbrVHuUlKRO9rwDg
"You uploaded a feed photo on March 20, 2024 at 10:12 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHWcqavX8vDzg/feedshare-shrink_800/feedshare-shrink_800/0/1710929562916?e=1779926400&v=beta&t=IfeVpbKimUWZOa5MM9KY5iBhoJ_NRDsmMrYqWuAN_lM
"You uploaded a photo on March 13, 2024 at 9:53 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D2CAQGOfIE53UmPoQ/comment-image-shrink_8192_800/comment-image-shrink_8192_800/0/1710323582596?e=1779120000&v=beta&t=OsLoFFXMH4PV2TSpzu6opcmP2sHYkKxFf0xCBTYYXus
"You uploaded a feed photo on March 5, 2024 at 8:23 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQHotqJCvaFBEQ/feedshare-shrink_800/feedshare-shrink_800/0/1709627029697?e=1779926400&v=beta&t=_kTek8bvrDrQYYACY8O2DLj2Wm1xqr-z1PJz_JC3yHY
"You uploaded a feed photo on March 5, 2024 at 8:23 AM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQH5CpqJrpz0CQ/feedshare-shrink_800/feedshare-shrink_800/0/1709627013748?e=1779926400&v=beta&t=DoDyFXVv3DMszKcaVzfI4nVjNt1iA64k5PuSCLmmv-Y
"You uploaded a feed photo on March 4, 2024 at 2:33 PM (GMT)", -,https://media.licdn.com/dms/image/v2/D4D22AQFY639G3JDtng/feedshare-shrink_800/feedshare-shrink_800/0/1709562836768?e=1779926400&v=beta&t=86DpmyRFJJX-48RnRrV7oEuJxSCDn0irmYxvDn37-XY
